distribution_channel,market_segment,total_of_special_requests,booking_changes,lead_time,adr,days_in_waiting_list,canceled_rooms,total_rooms,cancellation_rate
TA/TO,Online TA,0,0,1,148.04,0,1,1,100.0
TA/TO,Online TA,0,0,1,149.0,0,3,7,42.857142857142854
TA/TO,Online TA,0,0,1,150.0,0,2,5,40.0
TA/TO,Online TA,0,0,1,165.55,0,2,2,100.0
TA/TO,Online TA,0,0,1,171.0,0,1,1,100.0
TA/TO,Online TA,0,0,1,175.2,0,1,2,50.0
TA/TO,Online TA,0,0,1,180.0,0,1,2,50.0
TA/TO,Online TA,0,0,2,34.4,0,1,1,100.0
TA/TO,Online TA,0,0,2,48.0,0,2,8,25.0
TA/TO,Online TA,0,0,2,52.8,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,2,77.0,0,1,2,50.0
TA/TO,Online TA,0,0,2,79.0,0,1,1,100.0
TA/TO,Online TA,0,0,2,80.0,0,1,2,50.0
TA/TO,Online TA,0,0,2,81.6,0,1,1,100.0
TA/TO,Online TA,0,0,2,88.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,2,89.0,0,4,12,33.33333333333333
TA/TO,Online TA,0,0,2,99.5,0,1,1,100.0
TA/TO,Online TA,0,0,2,100.0,0,1,1,100.0
TA/TO,Online TA,0,0,2,103.0,0,1,1,100.0
TA/TO,Online TA,0,0,2,108.0,0,1,2,50.0
TA/TO,Online TA,0,0,2,108.9,0,1,1,100.0
TA/TO,Online TA,0,0,2,113.05,0,1,1,100.0
TA/TO,Online TA,0,0,2,119.5,0,1,1,100.0
TA/TO,Online TA,0,0,2,135.5,0,1,1,100.0
TA/TO,Online TA,0,0,2,136.0,0,1,1,100.0
TA/TO,Online TA,0,0,2,139.0,0,1,1,100.0
TA/TO,Online TA,0,0,2,147.2,0,1,1,100.0
TA/TO,Online TA,0,0,2,165.0,0,2,2,100.0
TA/TO,Online TA,0,0,2,180.0,0,1,1,100.0
TA/TO,Online TA,0,0,2,185.33,0,1,1,100.0
TA/TO,Online TA,0,0,2,206.0,0,1,1,100.0
TA/TO,Online TA,0,0,2,214.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,39.0,0,1,2,50.0
TA/TO,Online TA,0,0,3,52.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,54.0,0,1,2,50.0
TA/TO,Online TA,0,0,3,55.0,0,1,2,50.0
TA/TO,Online TA,0,0,3,59.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,67.5,0,1,4,25.0
TA/TO,Online TA,0,0,3,76.78,0,1,1,100.0
TA/TO,Online TA,0,0,3,79.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,3,82.88,0,1,1,100.0
TA/TO,Online TA,0,0,3,86.4,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,3,88.4,0,1,1,100.0
TA/TO,Online TA,0,0,3,89.0,0,2,6,33.33333333333333
TA/TO,Online TA,0,0,3,90.6,0,1,1,100.0
TA/TO,Online TA,0,0,3,93.29,0,1,1,100.0
TA/TO,Online TA,0,0,3,95.0,0,2,4,50.0
TA/TO,Online TA,0,0,3,95.48,0,1,1,100.0
TA/TO,Online TA,0,0,3,100.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,101.0,0,1,2,50.0
TA/TO,Online TA,0,0,3,106.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,3,110.75,0,1,1,100.0
TA/TO,Online TA,0,0,3,118.0,0,2,4,50.0
TA/TO,Online TA,0,0,3,125.46,0,1,1,100.0
TA/TO,Online TA,0,0,3,126.0,0,1,2,50.0
TA/TO,Online TA,0,0,3,139.0,0,3,5,60.0
TA/TO,Online TA,0,0,3,145.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,146.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,147.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,147.67,0,1,1,100.0
TA/TO,Online TA,0,0,3,150.8,0,2,2,100.0
TA/TO,Online TA,0,0,3,153.0,0,1,4,25.0
TA/TO,Online TA,0,0,3,156.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,3,162.67,0,1,1,100.0
TA/TO,Online TA,0,0,3,163.67,0,1,1,100.0
TA/TO,Online TA,0,0,3,164.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,170.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,171.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,176.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,179.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,186.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,199.4,0,1,1,100.0
TA/TO,Online TA,0,0,3,207.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,231.81,0,1,1,100.0
TA/TO,Online TA,0,0,3,241.0,0,1,1,100.0
TA/TO,Online TA,0,0,3,260.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,48.0,0,1,5,20.0
TA/TO,Online TA,0,0,4,67.5,0,1,1,100.0
TA/TO,Online TA,0,0,4,69.5,0,1,1,100.0
TA/TO,Online TA,0,0,4,78.4,0,4,5,80.0
TA/TO,Online TA,0,0,4,80.0,0,1,4,25.0
TA/TO,Online TA,0,0,4,81.0,0,1,5,20.0
TA/TO,Online TA,0,0,4,83.93,0,1,1,100.0
TA/TO,Online TA,0,0,4,84.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,91.0,0,2,4,50.0
TA/TO,Online TA,0,0,4,108.8,0,1,2,50.0
TA/TO,Online TA,0,0,4,109.0,0,2,2,100.0
TA/TO,Online TA,0,0,4,111.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,118.0,0,1,2,50.0
TA/TO,Online TA,0,0,4,119.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,4,121.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,124.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,124.36,0,1,1,100.0
TA/TO,Online TA,0,0,4,127.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,130.4,0,1,1,100.0
TA/TO,Online TA,0,0,4,134.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,135.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,140.0,0,2,2,100.0
TA/TO,Online TA,0,0,4,141.0,0,1,2,50.0
TA/TO,Online TA,0,0,4,145.25,0,1,1,100.0
TA/TO,Online TA,0,0,4,149.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,4,154.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,154.5,0,1,1,100.0
TA/TO,Online TA,0,0,4,155.0,0,2,2,100.0
TA/TO,Online TA,0,0,4,156.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,158.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,160.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,164.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,169.0,0,1,2,50.0
TA/TO,Online TA,0,0,4,182.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,200.0,0,1,1,100.0
TA/TO,Online TA,0,0,4,263.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,48.0,0,1,6,16.666666666666664
TA/TO,Online TA,0,0,5,75.0,0,2,2,100.0
TA/TO,Online TA,0,0,5,78.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,79.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,5,79.33,0,1,1,100.0
TA/TO,Online TA,0,0,5,80.0,0,1,2,50.0
TA/TO,Online TA,0,0,5,83.03,0,1,1,100.0
TA/TO,Online TA,0,0,5,85.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,5,89.0,0,1,7,14.285714285714285
TA/TO,Online TA,0,0,5,89.1,0,1,1,100.0
TA/TO,Online TA,0,0,5,90.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,90.33,0,1,1,100.0
TA/TO,Online TA,0,0,5,97.0,0,2,2,100.0
TA/TO,Online TA,0,0,5,99.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,99.75,0,1,1,100.0
TA/TO,Online TA,0,0,5,101.0,0,2,2,100.0
TA/TO,Online TA,0,0,5,106.83,0,1,1,100.0
TA/TO,Online TA,0,0,5,107.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,5,108.0,0,1,2,50.0
TA/TO,Online TA,0,0,5,109.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,5,111.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,116.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,116.42,0,1,1,100.0
TA/TO,Online TA,0,0,5,117.73,0,1,1,100.0
TA/TO,Online TA,0,0,5,124.0,0,2,2,100.0
TA/TO,Online TA,0,0,5,126.75,0,3,3,100.0
TA/TO,Online TA,0,0,5,129.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,131.0,0,1,2,50.0
TA/TO,Online TA,0,0,5,134.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,134.1,0,1,1,100.0
TA/TO,Online TA,0,0,5,137.67,0,1,1,100.0
TA/TO,Online TA,0,0,5,138.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,140.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,146.0,0,2,2,100.0
TA/TO,Online TA,0,0,5,151.0,0,2,2,100.0
TA/TO,Online TA,0,0,5,151.94,0,2,2,100.0
TA/TO,Online TA,0,0,5,156.6,0,1,1,100.0
TA/TO,Online TA,0,0,5,158.0,0,1,2,50.0
TA/TO,Online TA,0,0,5,177.33,0,1,1,100.0
TA/TO,Online TA,0,0,5,186.67,0,1,1,100.0
TA/TO,Online TA,0,0,5,229.46,0,1,1,100.0
TA/TO,Online TA,0,0,5,231.0,0,1,1,100.0
TA/TO,Online TA,0,0,5,254.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,44.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,54.4,0,1,1,100.0
TA/TO,Online TA,0,0,6,58.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,6,66.3,0,5,5,100.0
TA/TO,Online TA,0,0,6,77.78,0,1,1,100.0
TA/TO,Online TA,0,0,6,78.69,0,1,1,100.0
TA/TO,Online TA,0,0,6,79.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,6,84.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,85.0,0,1,2,50.0
TA/TO,Online TA,0,0,6,85.5,0,1,1,100.0
TA/TO,Online TA,0,0,6,86.4,0,1,1,100.0
TA/TO,Online TA,0,0,6,87.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,87.78,0,1,1,100.0
TA/TO,Online TA,0,0,6,88.0,0,2,6,33.33333333333333
TA/TO,Online TA,0,0,6,89.0,0,3,6,50.0
TA/TO,Online TA,0,0,6,90.0,0,1,2,50.0
TA/TO,Online TA,0,0,6,91.8,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,6,92.0,0,1,2,50.0
TA/TO,Online TA,0,0,6,93.0,0,1,2,50.0
TA/TO,Online TA,0,0,6,94.4,0,1,1,100.0
TA/TO,Online TA,0,0,6,95.0,0,3,3,100.0
TA/TO,Online TA,0,0,6,96.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,96.9,0,1,1,100.0
TA/TO,Online TA,0,0,6,98.0,0,1,2,50.0
TA/TO,Online TA,0,0,6,102.6,0,1,1,100.0
TA/TO,Online TA,0,0,6,103.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,103.64,0,1,1,100.0
TA/TO,Online TA,0,0,6,104.0,0,2,4,50.0
TA/TO,Online TA,0,0,6,106.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,6,108.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,6,116.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,6,118.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,125.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,127.0,0,2,2,100.0
TA/TO,Online TA,0,0,6,128.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,129.0,0,1,2,50.0
TA/TO,Online TA,0,0,6,132.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,137.0,0,2,2,100.0
TA/TO,Online TA,0,0,6,138.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,139.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,145.9,0,1,1,100.0
TA/TO,Online TA,0,0,6,148.39,0,1,1,100.0
TA/TO,Online TA,0,0,6,148.5,0,1,1,100.0
TA/TO,Online TA,0,0,6,152.0,0,3,5,60.0
TA/TO,Online TA,0,0,6,156.0,0,2,2,100.0
TA/TO,Online TA,0,0,6,161.0,0,1,2,50.0
TA/TO,Online TA,0,0,6,162.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,162.33,0,1,1,100.0
TA/TO,Online TA,0,0,6,163.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,163.67,0,1,1,100.0
TA/TO,Online TA,0,0,6,168.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,169.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,180.0,0,2,2,100.0
TA/TO,Online TA,0,0,6,196.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,197.12,0,1,1,100.0
TA/TO,Online TA,0,0,6,199.0,0,1,1,100.0
TA/TO,Online TA,0,0,6,212.72,0,1,1,100.0
TA/TO,Online TA,0,0,7,0.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,7,56.0,0,2,2,100.0
TA/TO,Online TA,0,0,7,57.6,0,1,2,50.0
TA/TO,Online TA,0,0,7,62.4,0,1,1,100.0
TA/TO,Online TA,0,0,7,73.9,0,1,1,100.0
TA/TO,Online TA,0,0,7,76.29,0,1,1,100.0
TA/TO,Online TA,0,0,7,78.3,0,2,2,100.0
TA/TO,Online TA,0,0,7,79.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,79.14,0,1,1,100.0
TA/TO,Online TA,0,0,7,82.0,0,1,2,50.0
TA/TO,Online TA,0,0,7,85.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,7,88.0,0,1,6,16.666666666666664
TA/TO,Online TA,0,0,7,89.89,0,1,1,100.0
TA/TO,Online TA,0,0,7,90.1,0,1,1,100.0
TA/TO,Online TA,0,0,7,97.0,0,1,2,50.0
TA/TO,Online TA,0,0,7,99.88,0,1,1,100.0
TA/TO,Online TA,0,0,7,100.3,0,1,1,100.0
TA/TO,Online TA,0,0,7,101.0,0,3,4,75.0
TA/TO,Online TA,0,0,7,103.0,0,1,2,50.0
TA/TO,Online TA,0,0,7,104.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,106.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,108.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,124.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,129.0,0,1,2,50.0
TA/TO,Online TA,0,0,7,130.67,0,1,1,100.0
TA/TO,Online TA,0,0,7,133.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,136.0,0,1,2,50.0
TA/TO,Online TA,0,0,7,139.0,0,1,2,50.0
TA/TO,Online TA,0,0,7,143.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,144.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,151.0,0,1,2,50.0
TA/TO,Online TA,0,0,7,155.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,156.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,160.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,161.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,171.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,174.0,0,1,2,50.0
TA/TO,Online TA,0,0,7,184.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,190.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,210.0,0,1,2,50.0
TA/TO,Online TA,0,0,7,213.0,0,1,1,100.0
TA/TO,Online TA,0,0,7,251.5,0,1,1,100.0
TA/TO,Online TA,0,0,8,43.0,0,2,2,100.0
TA/TO,Online TA,0,0,8,54.0,0,1,1,100.0
TA/TO,Online TA,0,0,8,65.54,0,1,1,100.0
TA/TO,Online TA,0,0,8,78.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,8,78.3,0,1,1,100.0
TA/TO,Online TA,0,0,8,80.62,0,1,1,100.0
TA/TO,Online TA,0,0,8,81.7,0,1,1,100.0
TA/TO,Online TA,0,0,8,83.3,0,1,1,100.0
TA/TO,Online TA,0,0,8,85.0,0,1,4,25.0
TA/TO,Online TA,0,0,8,86.4,0,1,2,50.0
TA/TO,Online TA,0,0,8,87.04,0,1,1,100.0
TA/TO,Online TA,0,0,8,91.45,0,1,1,100.0
TA/TO,Online TA,0,0,8,91.8,0,1,1,100.0
TA/TO,Online TA,0,0,8,95.0,0,1,2,50.0
TA/TO,Online TA,0,0,8,96.05,0,1,1,100.0
TA/TO,Online TA,0,0,8,100.3,0,3,3,100.0
TA/TO,Online TA,0,0,8,101.0,0,1,1,100.0
TA/TO,Online TA,0,0,8,103.69,0,1,1,100.0
TA/TO,Online TA,0,0,8,105.0,0,1,1,100.0
TA/TO,Online TA,0,0,8,108.57,0,2,2,100.0
TA/TO,Online TA,0,0,8,111.35,0,1,1,100.0
TA/TO,Online TA,0,0,8,112.5,0,1,2,50.0
TA/TO,Online TA,0,0,8,116.33,0,1,1,100.0
TA/TO,Online TA,0,0,8,116.5,0,1,1,100.0
TA/TO,Online TA,0,0,8,119.0,0,1,10,10.0
TA/TO,Online TA,0,0,8,124.0,0,2,2,100.0
TA/TO,Online TA,0,0,8,125.0,0,1,2,50.0
TA/TO,Online TA,0,0,8,126.0,0,1,2,50.0
TA/TO,Online TA,0,0,8,127.0,0,1,1,100.0
TA/TO,Online TA,0,0,8,127.8,0,1,1,100.0
TA/TO,Online TA,0,0,8,130.48,0,1,1,100.0
TA/TO,Online TA,0,0,8,138.55,0,1,1,100.0
TA/TO,Online TA,0,0,8,139.0,0,1,2,50.0
TA/TO,Online TA,0,0,8,142.67,0,2,2,100.0
TA/TO,Online TA,0,0,8,144.33,0,1,1,100.0
TA/TO,Online TA,0,0,8,146.0,0,1,2,50.0
TA/TO,Online TA,0,0,8,151.0,0,1,1,100.0
TA/TO,Online TA,0,0,8,156.0,0,2,2,100.0
TA/TO,Online TA,0,0,8,160.83,0,1,1,100.0
TA/TO,Online TA,0,0,8,163.33,0,1,1,100.0
TA/TO,Online TA,0,0,8,168.0,0,1,1,100.0
TA/TO,Online TA,0,0,8,171.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,8,171.67,0,1,1,100.0
TA/TO,Online TA,0,0,8,177.5,0,1,1,100.0
TA/TO,Online TA,0,0,8,185.67,0,1,1,100.0
TA/TO,Online TA,0,0,8,210.0,0,1,1,100.0
TA/TO,Online TA,0,0,8,214.6,0,1,1,100.0
TA/TO,Online TA,0,0,8,254.0,0,1,1,100.0
TA/TO,Online TA,0,0,8,255.0,0,1,1,100.0
TA/TO,Online TA,0,0,8,259.0,0,1,1,100.0
TA/TO,Online TA,0,0,8,330.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,43.12,0,1,1,100.0
TA/TO,Online TA,0,0,9,48.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,9,65.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,66.64,0,1,1,100.0
TA/TO,Online TA,0,0,9,67.5,0,2,2,100.0
TA/TO,Online TA,0,0,9,68.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,68.4,0,1,1,100.0
TA/TO,Online TA,0,0,9,70.07,0,1,1,100.0
TA/TO,Online TA,0,0,9,70.4,0,2,2,100.0
TA/TO,Online TA,0,0,9,72.8,0,1,1,100.0
TA/TO,Online TA,0,0,9,74.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,74.8,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,9,75.0,0,1,2,50.0
TA/TO,Online TA,0,0,9,77.25,0,1,1,100.0
TA/TO,Online TA,0,0,9,78.0,0,5,6,83.33333333333334
TA/TO,Online TA,0,0,9,79.0,0,2,2,100.0
TA/TO,Online TA,0,0,9,83.3,0,1,1,100.0
TA/TO,Online TA,0,0,9,85.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,87.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,88.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,9,88.27,0,1,1,100.0
TA/TO,Online TA,0,0,9,89.0,0,3,8,37.5
TA/TO,Online TA,0,0,9,89.89,0,1,1,100.0
TA/TO,Online TA,0,0,9,91.0,0,2,2,100.0
TA/TO,Online TA,0,0,9,91.8,0,3,4,75.0
TA/TO,Online TA,0,0,9,94.35,0,1,1,100.0
TA/TO,Online TA,0,0,9,94.88,0,1,1,100.0
TA/TO,Online TA,0,0,9,95.0,0,3,3,100.0
TA/TO,Online TA,0,0,9,98.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,99.29,0,1,1,100.0
TA/TO,Online TA,0,0,9,101.0,0,1,2,50.0
TA/TO,Online TA,0,0,9,102.43,0,2,2,100.0
TA/TO,Online TA,0,0,9,103.7,0,1,1,100.0
TA/TO,Online TA,0,0,9,106.13,0,1,1,100.0
TA/TO,Online TA,0,0,9,108.0,0,1,2,50.0
TA/TO,Online TA,0,0,9,111.33,0,1,1,100.0
TA/TO,Online TA,0,0,9,111.35,0,1,1,100.0
TA/TO,Online TA,0,0,9,115.6,0,1,1,100.0
TA/TO,Online TA,0,0,9,119.5,0,1,1,100.0
TA/TO,Online TA,0,0,9,121.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,123.33,0,1,1,100.0
TA/TO,Online TA,0,0,9,131.2,0,1,1,100.0
TA/TO,Online TA,0,0,9,134.3,0,1,1,100.0
TA/TO,Online TA,0,0,9,141.0,0,1,2,50.0
TA/TO,Online TA,0,0,9,142.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,143.6,0,1,1,100.0
TA/TO,Online TA,0,0,9,144.33,0,1,1,100.0
TA/TO,Online TA,0,0,9,146.2,0,1,1,100.0
TA/TO,Online TA,0,0,9,149.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,9,156.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,158.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,166.0,0,1,2,50.0
TA/TO,Online TA,0,0,9,167.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,168.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,169.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,200.75,0,1,1,100.0
TA/TO,Online TA,0,0,9,209.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,210.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,212.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,221.0,0,2,2,100.0
TA/TO,Online TA,0,0,9,224.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,290.0,0,1,1,100.0
TA/TO,Online TA,0,0,9,299.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,48.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,63.92,0,1,1,100.0
TA/TO,Online TA,0,0,10,71.19,0,3,3,100.0
TA/TO,Online TA,0,0,10,72.21,0,1,1,100.0
TA/TO,Online TA,0,0,10,72.9,0,2,2,100.0
TA/TO,Online TA,0,0,10,74.8,0,1,1,100.0
TA/TO,Online TA,0,0,10,76.59,0,2,2,100.0
TA/TO,Online TA,0,0,10,79.0,0,3,5,60.0
TA/TO,Online TA,0,0,10,79.3,0,1,1,100.0
TA/TO,Online TA,0,0,10,79.75,0,1,1,100.0
TA/TO,Online TA,0,0,10,80.0,0,2,2,100.0
TA/TO,Online TA,0,0,10,83.58,0,1,2,50.0
TA/TO,Online TA,0,0,10,87.0,0,2,2,100.0
TA/TO,Online TA,0,0,10,89.0,0,2,2,100.0
TA/TO,Online TA,0,0,10,89.3,0,1,1,100.0
TA/TO,Online TA,0,0,10,90.33,0,1,1,100.0
TA/TO,Online TA,0,0,10,93.0,0,1,2,50.0
TA/TO,Online TA,0,0,10,95.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,96.92,0,1,1,100.0
TA/TO,Online TA,0,0,10,97.0,0,2,4,50.0
TA/TO,Online TA,0,0,10,98.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,98.49,0,1,1,100.0
TA/TO,Online TA,0,0,10,100.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,101.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,102.0,0,1,2,50.0
TA/TO,Online TA,0,0,10,102.43,0,1,1,100.0
TA/TO,Online TA,0,0,10,103.2,0,1,1,100.0
TA/TO,Online TA,0,0,10,106.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,109.0,0,1,2,50.0
TA/TO,Online TA,0,0,10,111.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,117.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,118.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,10,119.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,120.0,0,5,6,83.33333333333334
TA/TO,Online TA,0,0,10,126.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,127.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,128.86,0,1,1,100.0
TA/TO,Online TA,0,0,10,129.0,0,2,2,100.0
TA/TO,Online TA,0,0,10,130.33,0,1,1,100.0
TA/TO,Online TA,0,0,10,134.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,137.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,141.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,10,145.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,148.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,149.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,156.5,0,1,1,100.0
TA/TO,Online TA,0,0,10,158.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,163.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,168.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,169.0,0,2,2,100.0
TA/TO,Online TA,0,0,10,174.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,182.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,188.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,191.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,198.0,0,2,2,100.0
TA/TO,Online TA,0,0,10,204.18,0,1,1,100.0
TA/TO,Online TA,0,0,10,209.0,0,1,2,50.0
TA/TO,Online TA,0,0,10,214.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,215.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,220.0,0,1,1,100.0
TA/TO,Online TA,0,0,10,247.67,0,1,1,100.0
TA/TO,Online TA,0,0,10,260.0,0,1,1,100.0
TA/TO,Online TA,0,0,11,1.48,0,1,1,100.0
TA/TO,Online TA,0,0,11,43.0,0,1,6,16.666666666666664
TA/TO,Online TA,0,0,11,48.0,0,3,5,60.0
TA/TO,Online TA,0,0,11,67.5,0,1,1,100.0
TA/TO,Online TA,0,0,11,69.6,0,1,1,100.0
TA/TO,Online TA,0,0,11,70.07,0,2,2,100.0
TA/TO,Online TA,0,0,11,74.8,0,1,2,50.0
TA/TO,Online TA,0,0,11,75.0,0,1,1,100.0
TA/TO,Online TA,0,0,11,75.86,0,1,1,100.0
TA/TO,Online TA,0,0,11,76.29,0,1,1,100.0
TA/TO,Online TA,0,0,11,77.25,0,1,1,100.0
TA/TO,Online TA,0,0,11,79.0,0,1,1,100.0
TA/TO,Online TA,0,0,11,79.05,0,1,1,100.0
TA/TO,Online TA,0,0,11,80.0,0,1,1,100.0
