distribution_channel,market_segment,total_of_special_requests,booking_changes,lead_time,adr,days_in_waiting_list,canceled_rooms,total_rooms,cancellation_rate
TA/TO,Online TA,1,8,206,53.79,0,1,1,100.0
TA/TO,Online TA,1,10,206,53.79,0,1,1,100.0
TA/TO,Online TA,1,16,206,46.88,0,1,1,100.0
TA/TO,Online TA,2,0,0,48.0,0,1,8,12.5
TA/TO,Online TA,2,0,0,93.5,0,1,1,100.0
TA/TO,Online TA,2,0,0,105.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,0,140.0,0,1,5,20.0
TA/TO,Online TA,2,0,0,159.0,0,1,1,100.0
TA/TO,Online TA,2,0,0,160.0,0,2,5,40.0
TA/TO,Online TA,2,0,0,179.0,0,1,2,50.0
TA/TO,Online TA,2,0,0,180.0,0,1,1,100.0
TA/TO,Online TA,2,0,1,111.65,0,1,1,100.0
TA/TO,Online TA,2,0,1,116.0,0,1,2,50.0
TA/TO,Online TA,2,0,1,120.0,0,2,5,40.0
TA/TO,Online TA,2,0,2,65.0,0,1,4,25.0
TA/TO,Online TA,2,0,2,71.25,0,1,1,100.0
TA/TO,Online TA,2,0,2,129.0,0,1,1,100.0
TA/TO,Online TA,2,0,2,140.0,0,1,1,100.0
TA/TO,Online TA,2,0,2,200.0,0,1,1,100.0
TA/TO,Online TA,2,0,2,215.0,0,2,2,100.0
TA/TO,Online TA,2,0,2,220.0,0,1,2,50.0
TA/TO,Online TA,2,0,3,98.0,0,1,1,100.0
TA/TO,Online TA,2,0,3,123.5,0,2,2,100.0
TA/TO,Online TA,2,0,3,126.67,0,1,1,100.0
TA/TO,Online TA,2,0,3,136.33,0,1,1,100.0
TA/TO,Online TA,2,0,3,150.0,0,2,3,66.66666666666666
TA/TO,Online TA,2,0,4,63.0,0,1,2,50.0
TA/TO,Online TA,2,0,4,67.58,0,1,1,100.0
TA/TO,Online TA,2,0,4,78.0,0,1,4,25.0
TA/TO,Online TA,2,0,4,127.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,4,134.17,0,1,1,100.0
TA/TO,Online TA,2,0,4,158.0,0,1,1,100.0
TA/TO,Online TA,2,0,4,169.0,0,1,1,100.0
TA/TO,Online TA,2,0,4,192.5,0,1,1,100.0
TA/TO,Online TA,2,0,4,224.5,0,1,1,100.0
TA/TO,Online TA,2,0,5,90.0,0,1,5,20.0
TA/TO,Online TA,2,0,5,98.62,0,1,1,100.0
TA/TO,Online TA,2,0,5,136.0,0,2,3,66.66666666666666
TA/TO,Online TA,2,0,5,139.0,0,1,1,100.0
TA/TO,Online TA,2,0,5,139.5,0,1,1,100.0
TA/TO,Online TA,2,0,5,141.5,0,1,1,100.0
TA/TO,Online TA,2,0,5,174.0,0,1,2,50.0
TA/TO,Online TA,2,0,6,95.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,6,95.33,0,2,2,100.0
TA/TO,Online TA,2,0,6,104.5,0,1,1,100.0
TA/TO,Online TA,2,0,6,106.0,0,1,2,50.0
TA/TO,Online TA,2,0,6,108.0,0,1,2,50.0
TA/TO,Online TA,2,0,6,146.0,0,1,2,50.0
TA/TO,Online TA,2,0,6,171.0,0,1,2,50.0
TA/TO,Online TA,2,0,6,184.0,0,1,1,100.0
TA/TO,Online TA,2,0,6,187.0,0,1,1,100.0
TA/TO,Online TA,2,0,7,78.63,0,1,1,100.0
TA/TO,Online TA,2,0,7,79.0,0,1,1,100.0
TA/TO,Online TA,2,0,7,82.69,0,1,1,100.0
TA/TO,Online TA,2,0,7,124.0,0,1,1,100.0
TA/TO,Online TA,2,0,7,138.0,0,1,2,50.0
TA/TO,Online TA,2,0,7,140.0,0,1,1,100.0
TA/TO,Online TA,2,0,7,145.43,0,1,1,100.0
TA/TO,Online TA,2,0,7,150.0,0,1,2,50.0
TA/TO,Online TA,2,0,7,151.0,0,1,1,100.0
TA/TO,Online TA,2,0,7,160.0,0,1,7,14.285714285714285
TA/TO,Online TA,2,0,7,165.67,0,1,1,100.0
TA/TO,Online TA,2,0,7,180.0,0,1,1,100.0
TA/TO,Online TA,2,0,8,48.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,8,79.5,0,1,1,100.0
TA/TO,Online TA,2,0,8,85.0,0,3,3,100.0
TA/TO,Online TA,2,0,8,89.5,0,1,1,100.0
TA/TO,Online TA,2,0,8,108.0,0,1,2,50.0
TA/TO,Online TA,2,0,8,108.67,0,1,1,100.0
TA/TO,Online TA,2,0,8,114.0,0,1,2,50.0
TA/TO,Online TA,2,0,8,117.0,0,1,1,100.0
TA/TO,Online TA,2,0,8,117.67,0,1,2,50.0
TA/TO,Online TA,2,0,8,120.0,0,1,4,25.0
TA/TO,Online TA,2,0,8,254.0,0,1,1,100.0
TA/TO,Online TA,2,0,9,95.0,0,2,2,100.0
TA/TO,Online TA,2,0,9,105.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,9,108.8,0,1,1,100.0
TA/TO,Online TA,2,0,9,109.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,9,136.0,0,2,2,100.0
TA/TO,Online TA,2,0,9,140.0,0,1,4,25.0
TA/TO,Online TA,2,0,9,153.0,0,1,1,100.0
TA/TO,Online TA,2,0,9,166.25,0,1,1,100.0
TA/TO,Online TA,2,0,9,194.0,0,1,1,100.0
TA/TO,Online TA,2,0,9,201.5,0,1,1,100.0
TA/TO,Online TA,2,0,10,90.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,10,118.0,0,1,1,100.0
TA/TO,Online TA,2,0,10,120.36,0,1,1,100.0
TA/TO,Online TA,2,0,10,136.14,0,1,1,100.0
TA/TO,Online TA,2,0,10,139.0,0,1,1,100.0
TA/TO,Online TA,2,0,10,140.0,0,1,2,50.0
TA/TO,Online TA,2,0,10,170.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,10,171.6,0,1,1,100.0
TA/TO,Online TA,2,0,10,190.0,0,1,1,100.0
TA/TO,Online TA,2,0,10,195.0,0,3,3,100.0
TA/TO,Online TA,2,0,11,52.0,0,1,1,100.0
TA/TO,Online TA,2,0,11,58.0,0,1,1,100.0
TA/TO,Online TA,2,0,11,90.0,0,5,9,55.55555555555556
TA/TO,Online TA,2,0,11,129.0,0,1,4,25.0
TA/TO,Online TA,2,0,11,135.0,0,1,2,50.0
TA/TO,Online TA,2,0,11,150.0,0,2,3,66.66666666666666
TA/TO,Online TA,2,0,11,153.0,0,1,1,100.0
TA/TO,Online TA,2,0,11,158.4,0,1,1,100.0
TA/TO,Online TA,2,0,11,190.19,0,1,1,100.0
TA/TO,Online TA,2,0,11,210.0,0,1,1,100.0
TA/TO,Online TA,2,0,12,50.4,0,1,1,100.0
TA/TO,Online TA,2,0,12,90.0,0,1,1,100.0
TA/TO,Online TA,2,0,12,92.0,0,1,1,100.0
TA/TO,Online TA,2,0,12,93.0,0,3,3,100.0
TA/TO,Online TA,2,0,12,98.0,0,1,1,100.0
TA/TO,Online TA,2,0,12,107.1,0,1,1,100.0
TA/TO,Online TA,2,0,12,114.28,0,1,1,100.0
TA/TO,Online TA,2,0,12,125.8,0,1,1,100.0
TA/TO,Online TA,2,0,12,129.0,0,1,5,20.0
TA/TO,Online TA,2,0,12,129.25,0,1,1,100.0
TA/TO,Online TA,2,0,12,130.0,0,2,6,33.33333333333333
TA/TO,Online TA,2,0,12,134.33,0,1,1,100.0
TA/TO,Online TA,2,0,12,139.0,0,3,3,100.0
TA/TO,Online TA,2,0,12,153.0,0,1,1,100.0
TA/TO,Online TA,2,0,12,153.5,0,1,1,100.0
TA/TO,Online TA,2,0,12,160.0,0,2,2,100.0
TA/TO,Online TA,2,0,12,162.33,0,1,1,100.0
TA/TO,Online TA,2,0,12,170.0,0,1,1,100.0
TA/TO,Online TA,2,0,12,175.71,0,1,1,100.0
TA/TO,Online TA,2,0,13,44.8,0,1,1,100.0
TA/TO,Online TA,2,0,13,80.0,0,1,2,50.0
TA/TO,Online TA,2,0,13,90.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,13,92.0,0,1,1,100.0
TA/TO,Online TA,2,0,13,101.0,0,1,1,100.0
TA/TO,Online TA,2,0,13,105.0,0,1,1,100.0
TA/TO,Online TA,2,0,13,107.0,0,1,1,100.0
TA/TO,Online TA,2,0,13,124.0,0,1,1,100.0
TA/TO,Online TA,2,0,13,129.0,0,1,2,50.0
TA/TO,Online TA,2,0,13,140.0,0,1,4,25.0
TA/TO,Online TA,2,0,13,155.0,0,1,1,100.0
TA/TO,Online TA,2,0,13,162.67,0,1,1,100.0
TA/TO,Online TA,2,0,13,182.0,0,2,2,100.0
TA/TO,Online TA,2,0,14,60.0,0,1,4,25.0
TA/TO,Online TA,2,0,14,65.0,0,1,1,100.0
TA/TO,Online TA,2,0,14,82.88,0,2,2,100.0
TA/TO,Online TA,2,0,14,91.2,0,1,1,100.0
TA/TO,Online TA,2,0,14,100.0,0,1,1,100.0
TA/TO,Online TA,2,0,14,121.67,0,1,1,100.0
TA/TO,Online TA,2,0,14,130.0,0,1,1,100.0
TA/TO,Online TA,2,0,14,139.5,0,1,1,100.0
TA/TO,Online TA,2,0,14,149.0,0,1,2,50.0
TA/TO,Online TA,2,0,14,150.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,14,156.0,0,1,1,100.0
TA/TO,Online TA,2,0,14,170.0,0,1,1,100.0
TA/TO,Online TA,2,0,14,184.0,0,3,3,100.0
TA/TO,Online TA,2,0,14,210.0,0,1,1,100.0
TA/TO,Online TA,2,0,14,215.0,0,1,1,100.0
TA/TO,Online TA,2,0,15,39.0,0,3,3,100.0
TA/TO,Online TA,2,0,15,98.11,0,1,1,100.0
TA/TO,Online TA,2,0,15,103.44,0,1,1,100.0
TA/TO,Online TA,2,0,15,123.0,0,1,1,100.0
TA/TO,Online TA,2,0,15,139.0,0,1,1,100.0
TA/TO,Online TA,2,0,15,146.0,0,1,2,50.0
TA/TO,Online TA,2,0,15,150.53,0,2,2,100.0
TA/TO,Online TA,2,0,15,174.0,0,1,1,100.0
TA/TO,Online TA,2,0,15,180.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,16,60.0,0,1,1,100.0
TA/TO,Online TA,2,0,16,74.8,0,1,1,100.0
TA/TO,Online TA,2,0,16,90.1,0,1,2,50.0
TA/TO,Online TA,2,0,16,115.0,0,1,2,50.0
TA/TO,Online TA,2,0,16,117.5,0,1,1,100.0
TA/TO,Online TA,2,0,16,140.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,16,239.0,0,1,1,100.0
TA/TO,Online TA,2,0,17,79.0,0,1,1,100.0
TA/TO,Online TA,2,0,17,109.45,0,1,1,100.0
TA/TO,Online TA,2,0,17,120.0,0,1,2,50.0
TA/TO,Online TA,2,0,17,128.0,0,1,2,50.0
TA/TO,Online TA,2,0,17,129.0,0,1,1,100.0
TA/TO,Online TA,2,0,17,148.33,0,1,1,100.0
TA/TO,Online TA,2,0,17,150.0,0,1,1,100.0
TA/TO,Online TA,2,0,17,160.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,17,207.0,0,2,2,100.0
TA/TO,Online TA,2,0,17,240.0,0,1,1,100.0
TA/TO,Online TA,2,0,18,56.57,0,2,2,100.0
TA/TO,Online TA,2,0,18,68.0,0,1,1,100.0
TA/TO,Online TA,2,0,18,77.0,0,1,1,100.0
TA/TO,Online TA,2,0,18,87.0,0,1,1,100.0
TA/TO,Online TA,2,0,18,90.0,0,1,2,50.0
TA/TO,Online TA,2,0,18,98.57,0,1,1,100.0
TA/TO,Online TA,2,0,18,115.68,0,1,1,100.0
TA/TO,Online TA,2,0,18,116.5,0,1,1,100.0
TA/TO,Online TA,2,0,18,117.5,0,1,1,100.0
TA/TO,Online TA,2,0,18,119.1,0,2,2,100.0
TA/TO,Online TA,2,0,18,120.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,18,148.0,0,3,3,100.0
TA/TO,Online TA,2,0,18,149.0,0,1,2,50.0
TA/TO,Online TA,2,0,18,150.0,0,1,2,50.0
TA/TO,Online TA,2,0,18,151.0,0,1,1,100.0
TA/TO,Online TA,2,0,18,158.0,0,1,1,100.0
TA/TO,Online TA,2,0,18,166.85,0,1,1,100.0
TA/TO,Online TA,2,0,18,213.5,0,1,1,100.0
TA/TO,Online TA,2,0,19,78.0,0,1,1,100.0
TA/TO,Online TA,2,0,19,91.0,0,1,1,100.0
TA/TO,Online TA,2,0,19,124.0,0,2,2,100.0
TA/TO,Online TA,2,0,19,137.0,0,1,1,100.0
TA/TO,Online TA,2,0,19,140.0,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,19,150.43,0,1,1,100.0
TA/TO,Online TA,2,0,19,155.0,0,1,1,100.0
TA/TO,Online TA,2,0,19,156.0,0,1,1,100.0
TA/TO,Online TA,2,0,19,162.0,0,1,1,100.0
TA/TO,Online TA,2,0,19,174.0,0,1,2,50.0
TA/TO,Online TA,2,0,19,180.0,0,1,1,100.0
TA/TO,Online TA,2,0,19,184.5,0,1,1,100.0
TA/TO,Online TA,2,0,19,189.0,0,1,1,100.0
TA/TO,Online TA,2,0,19,217.5,0,1,1,100.0
TA/TO,Online TA,2,0,19,234.71,0,1,1,100.0
TA/TO,Online TA,2,0,20,60.0,0,1,1,100.0
TA/TO,Online TA,2,0,20,83.3,0,1,1,100.0
TA/TO,Online TA,2,0,20,88.0,0,1,2,50.0
TA/TO,Online TA,2,0,20,104.0,0,2,2,100.0
TA/TO,Online TA,2,0,20,124.0,0,1,1,100.0
TA/TO,Online TA,2,0,20,136.67,0,2,2,100.0
TA/TO,Online TA,2,0,20,200.0,0,2,2,100.0
TA/TO,Online TA,2,0,20,205.0,0,1,1,100.0
TA/TO,Online TA,2,0,20,245.0,0,1,1,100.0
TA/TO,Online TA,2,0,21,48.0,0,1,5,20.0
TA/TO,Online TA,2,0,21,52.0,0,1,1,100.0
TA/TO,Online TA,2,0,21,60.0,0,1,1,100.0
TA/TO,Online TA,2,0,21,77.5,0,1,1,100.0
TA/TO,Online TA,2,0,21,82.88,0,2,2,100.0
TA/TO,Online TA,2,0,21,90.1,0,1,1,100.0
TA/TO,Online TA,2,0,21,102.43,0,1,1,100.0
TA/TO,Online TA,2,0,21,103.7,0,1,1,100.0
TA/TO,Online TA,2,0,21,107.42,0,1,1,100.0
TA/TO,Online TA,2,0,21,108.8,0,1,1,100.0
TA/TO,Online TA,2,0,21,120.0,0,1,1,100.0
TA/TO,Online TA,2,0,21,125.0,0,1,2,50.0
TA/TO,Online TA,2,0,21,129.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,52.8,0,1,1,100.0
TA/TO,Online TA,2,0,22,54.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,60.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,63.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,86.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,88.4,0,1,1,100.0
TA/TO,Online TA,2,0,22,96.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,112.25,0,1,1,100.0
TA/TO,Online TA,2,0,22,117.81,0,1,1,100.0
TA/TO,Online TA,2,0,22,147.75,0,1,1,100.0
TA/TO,Online TA,2,0,22,155.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,160.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,180.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,187.0,0,1,2,50.0
TA/TO,Online TA,2,0,22,189.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,190.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,198.88,0,1,1,100.0
TA/TO,Online TA,2,0,22,233.0,0,1,1,100.0
TA/TO,Online TA,2,0,22,288.0,0,1,1,100.0
TA/TO,Online TA,2,0,23,87.0,0,1,1,100.0
TA/TO,Online TA,2,0,23,88.0,0,3,3,100.0
TA/TO,Online TA,2,0,23,101.0,0,3,3,100.0
TA/TO,Online TA,2,0,23,106.75,0,1,1,100.0
TA/TO,Online TA,2,0,23,117.0,0,2,2,100.0
TA/TO,Online TA,2,0,23,118.0,0,2,2,100.0
TA/TO,Online TA,2,0,23,126.0,0,1,1,100.0
TA/TO,Online TA,2,0,23,159.0,0,1,1,100.0
TA/TO,Online TA,2,0,23,161.5,0,1,1,100.0
TA/TO,Online TA,2,0,23,163.33,0,1,1,100.0
TA/TO,Online TA,2,0,23,178.2,0,1,1,100.0
TA/TO,Online TA,2,0,23,187.2,0,1,1,100.0
TA/TO,Online TA,2,0,23,211.0,0,1,2,50.0
TA/TO,Online TA,2,0,24,36.96,0,2,4,50.0
TA/TO,Online TA,2,0,24,75.0,0,1,1,100.0
TA/TO,Online TA,2,0,24,85.0,0,1,2,50.0
TA/TO,Online TA,2,0,24,124.0,0,1,2,50.0
TA/TO,Online TA,2,0,24,130.0,0,1,1,100.0
TA/TO,Online TA,2,0,24,154.0,0,1,1,100.0
TA/TO,Online TA,2,0,24,160.0,0,3,3,100.0
TA/TO,Online TA,2,0,24,171.0,0,1,1,100.0
TA/TO,Online TA,2,0,24,190.0,0,1,1,100.0
TA/TO,Online TA,2,0,24,236.0,0,1,1,100.0
TA/TO,Online TA,2,0,25,65.0,0,1,1,100.0
TA/TO,Online TA,2,0,25,144.0,0,1,1,100.0
TA/TO,Online TA,2,0,25,146.7,0,1,1,100.0
TA/TO,Online TA,2,0,25,153.0,0,1,1,100.0
TA/TO,Online TA,2,0,25,187.0,0,1,1,100.0
TA/TO,Online TA,2,0,25,189.0,0,1,1,100.0
TA/TO,Online TA,2,0,25,210.0,0,1,1,100.0
TA/TO,Online TA,2,0,25,242.0,0,1,1,100.0
TA/TO,Online TA,2,0,26,65.0,0,1,2,50.0
TA/TO,Online TA,2,0,26,100.3,0,1,1,100.0
TA/TO,Online TA,2,0,26,122.0,0,1,2,50.0
TA/TO,Online TA,2,0,26,150.0,0,1,1,100.0
TA/TO,Online TA,2,0,26,152.33,0,1,1,100.0
TA/TO,Online TA,2,0,26,169.52,0,1,1,100.0
TA/TO,Online TA,2,0,26,170.0,0,1,1,100.0
TA/TO,Online TA,2,0,26,191.0,0,1,1,100.0
TA/TO,Online TA,2,0,26,198.0,0,2,2,100.0
TA/TO,Online TA,2,0,26,210.0,0,1,1,100.0
TA/TO,Online TA,2,0,26,294.0,0,1,1,100.0
TA/TO,Online TA,2,0,27,37.8,0,1,1,100.0
TA/TO,Online TA,2,0,27,48.0,0,1,2,50.0
TA/TO,Online TA,2,0,27,52.0,0,1,1,100.0
TA/TO,Online TA,2,0,27,77.2,0,1,1,100.0
TA/TO,Online TA,2,0,27,89.5,0,1,1,100.0
TA/TO,Online TA,2,0,27,96.9,0,1,2,50.0
TA/TO,Online TA,2,0,27,104.0,0,1,2,50.0
TA/TO,Online TA,2,0,27,113.0,0,2,2,100.0
TA/TO,Online TA,2,0,27,115.0,0,4,8,50.0
TA/TO,Online TA,2,0,27,124.0,0,3,3,100.0
TA/TO,Online TA,2,0,27,131.0,0,1,1,100.0
TA/TO,Online TA,2,0,27,152.0,0,1,1,100.0
TA/TO,Online TA,2,0,27,153.0,0,1,1,100.0
TA/TO,Online TA,2,0,27,160.0,0,1,1,100.0
TA/TO,Online TA,2,0,27,186.0,0,1,1,100.0
TA/TO,Online TA,2,0,27,210.0,0,1,1,100.0
TA/TO,Online TA,2,0,27,219.5,0,1,1,100.0
TA/TO,Online TA,2,0,28,46.4,0,1,1,100.0
TA/TO,Online TA,2,0,28,109.0,0,1,2,50.0
TA/TO,Online TA,2,0,28,109.58,0,1,1,100.0
TA/TO,Online TA,2,0,28,113.79,0,1,1,100.0
TA/TO,Online TA,2,0,28,114.5,0,1,1,100.0
TA/TO,Online TA,2,0,28,115.23,0,1,1,100.0
TA/TO,Online TA,2,0,28,116.56,0,2,2,100.0
TA/TO,Online TA,2,0,28,130.9,0,1,1,100.0
TA/TO,Online TA,2,0,28,131.0,0,1,1,100.0
TA/TO,Online TA,2,0,28,147.0,0,1,1,100.0
TA/TO,Online TA,2,0,28,154.0,0,1,1,100.0
TA/TO,Online TA,2,0,28,160.3,0,1,1,100.0
TA/TO,Online TA,2,0,28,170.0,0,2,2,100.0
TA/TO,Online TA,2,0,28,190.0,0,1,1,100.0
TA/TO,Online TA,2,0,28,224.1,0,1,1,100.0
TA/TO,Online TA,2,0,28,226.5,0,1,1,100.0
TA/TO,Online TA,2,0,29,74.1,0,1,2,50.0
TA/TO,Online TA,2,0,29,77.5,0,1,1,100.0
TA/TO,Online TA,2,0,29,80.0,0,1,2,50.0
TA/TO,Online TA,2,0,29,88.0,0,1,2,50.0
TA/TO,Online TA,2,0,29,104.5,0,1,1,100.0
TA/TO,Online TA,2,0,29,108.38,0,1,1,100.0
TA/TO,Online TA,2,0,29,114.4,0,1,1,100.0
TA/TO,Online TA,2,0,29,115.0,0,5,5,100.0
TA/TO,Online TA,2,0,29,119.0,0,1,2,50.0
TA/TO,Online TA,2,0,29,139.0,0,1,2,50.0
TA/TO,Online TA,2,0,29,144.0,0,1,1,100.0
TA/TO,Online TA,2,0,29,154.0,0,1,1,100.0
TA/TO,Online TA,2,0,29,168.75,0,1,1,100.0
TA/TO,Online TA,2,0,29,190.0,0,2,3,66.66666666666666
TA/TO,Online TA,2,0,29,205.0,0,1,1,100.0
TA/TO,Online TA,2,0,29,211.0,0,1,1,100.0
TA/TO,Online TA,2,0,30,39.0,0,2,2,100.0
TA/TO,Online TA,2,0,30,48.0,0,1,2,50.0
TA/TO,Online TA,2,0,30,65.0,0,1,1,100.0
TA/TO,Online TA,2,0,30,75.44,0,1,1,100.0
TA/TO,Online TA,2,0,30,87.0,0,1,1,100.0
TA/TO,Online TA,2,0,30,88.0,0,1,2,50.0
TA/TO,Online TA,2,0,30,90.1,0,1,1,100.0
TA/TO,Online TA,2,0,30,94.5,0,2,4,50.0
TA/TO,Online TA,2,0,30,104.0,0,1,1,100.0
TA/TO,Online TA,2,0,30,120.0,0,1,1,100.0
TA/TO,Online TA,2,0,30,146.67,0,2,2,100.0
TA/TO,Online TA,2,0,30,160.0,0,1,1,100.0
TA/TO,Online TA,2,0,30,167.2,0,2,2,100.0
TA/TO,Online TA,2,0,30,180.0,0,1,1,100.0
TA/TO,Online TA,2,0,30,271.0,0,1,1,100.0
TA/TO,Online TA,2,0,31,43.0,0,1,1,100.0
TA/TO,Online TA,2,0,31,48.0,0,1,2,50.0
TA/TO,Online TA,2,0,31,50.4,0,1,1,100.0
TA/TO,Online TA,2,0,31,56.0,0,1,2,50.0
TA/TO,Online TA,2,0,31,60.0,0,1,1,100.0
TA/TO,Online TA,2,0,31,72.8,0,1,1,100.0
TA/TO,Online TA,2,0,31,75.0,0,1,2,50.0
TA/TO,Online TA,2,0,31,84.15,0,1,1,100.0
TA/TO,Online TA,2,0,31,87.41,0,1,1,100.0
TA/TO,Online TA,2,0,31,96.39,0,1,1,100.0
TA/TO,Online TA,2,0,31,97.5,0,1,2,50.0
TA/TO,Online TA,2,0,31,102.99,0,1,1,100.0
TA/TO,Online TA,2,0,31,114.3,0,1,1,100.0
TA/TO,Online TA,2,0,31,124.25,0,1,1,100.0
TA/TO,Online TA,2,0,31,125.1,0,1,1,100.0
TA/TO,Online TA,2,0,31,129.0,0,1,2,50.0
TA/TO,Online TA,2,0,31,145.67,0,1,1,100.0
TA/TO,Online TA,2,0,31,154.0,0,2,2,100.0
TA/TO,Online TA,2,0,31,191.0,0,1,1,100.0
TA/TO,Online TA,2,0,31,200.0,0,1,1,100.0
TA/TO,Online TA,2,0,31,211.0,0,1,1,100.0
TA/TO,Online TA,2,0,32,37.8,0,1,1,100.0
TA/TO,Online TA,2,0,32,48.0,0,1,1,100.0
TA/TO,Online TA,2,0,32,67.5,0,1,1,100.0
TA/TO,Online TA,2,0,32,94.5,0,1,1,100.0
TA/TO,Online TA,2,0,32,96.3,0,2,2,100.0
TA/TO,Online TA,2,0,32,103.5,0,1,1,100.0
TA/TO,Online TA,2,0,32,113.6,0,1,1,100.0
TA/TO,Online TA,2,0,32,115.2,0,1,1,100.0
TA/TO,Online TA,2,0,32,135.2,0,1,1,100.0
TA/TO,Online TA,2,0,32,140.0,0,1,1,100.0
TA/TO,Online TA,2,0,32,149.4,0,1,2,50.0
TA/TO,Online TA,2,0,32,160.0,0,1,4,25.0
TA/TO,Online TA,2,0,32,164.0,0,1,1,100.0
TA/TO,Online TA,2,0,32,197.7,0,1,1,100.0
TA/TO,Online TA,2,0,32,230.0,0,1,1,100.0
TA/TO,Online TA,2,0,33,46.4,0,1,1,100.0
TA/TO,Online TA,2,0,33,56.0,0,2,3,66.66666666666666
TA/TO,Online TA,2,0,33,68.0,0,1,1,100.0
TA/TO,Online TA,2,0,33,74.75,0,2,2,100.0
TA/TO,Online TA,2,0,33,83.3,0,1,1,100.0
TA/TO,Online TA,2,0,33,85.5,0,1,2,50.0
TA/TO,Online TA,2,0,33,96.0,0,1,1,100.0
TA/TO,Online TA,2,0,33,107.58,0,1,1,100.0
TA/TO,Online TA,2,0,33,114.0,0,1,1,100.0
TA/TO,Online TA,2,0,33,159.75,0,1,1,100.0
TA/TO,Online TA,2,0,33,161.1,0,1,1,100.0
TA/TO,Online TA,2,0,33,170.0,0,1,1,100.0
TA/TO,Online TA,2,0,33,173.33,0,1,1,100.0
TA/TO,Online TA,2,0,33,174.71,0,1,1,100.0
TA/TO,Online TA,2,0,34,74.8,0,1,1,100.0
TA/TO,Online TA,2,0,34,88.0,0,1,4,25.0
TA/TO,Online TA,2,0,34,90.9,0,1,2,50.0
TA/TO,Online TA,2,0,34,100.35,0,1,1,100.0
TA/TO,Online TA,2,0,34,108.0,0,1,1,100.0
TA/TO,Online TA,2,0,34,140.0,0,3,3,100.0
TA/TO,Online TA,2,0,34,143.33,0,1,1,100.0
TA/TO,Online TA,2,0,34,146.57,0,1,1,100.0
TA/TO,Online TA,2,0,34,166.8,0,1,1,100.0
TA/TO,Online TA,2,0,34,173.0,0,1,1,100.0
TA/TO,Online TA,2,0,34,176.4,0,1,1,100.0
TA/TO,Online TA,2,0,34,231.84,0,1,1,100.0
TA/TO,Online TA,2,0,34,274.93,0,1,1,100.0
TA/TO,Online TA,2,0,35,62.86,0,1,1,100.0
TA/TO,Online TA,2,0,35,74.8,0,2,2,100.0
TA/TO,Online TA,2,0,35,88.4,0,1,2,50.0
TA/TO,Online TA,2,0,35,107.55,0,1,1,100.0
TA/TO,Online TA,2,0,35,109.0,0,2,3,66.66666666666666
TA/TO,Online TA,2,0,35,111.42,0,1,1,100.0
TA/TO,Online TA,2,0,35,123.0,0,1,1,100.0
TA/TO,Online TA,2,0,35,146.67,0,1,1,100.0
TA/TO,Online TA,2,0,35,148.6,0,1,1,100.0
TA/TO,Online TA,2,0,35,172.0,0,1,1,100.0
TA/TO,Online TA,2,0,36,42.0,0,1,1,100.0
TA/TO,Online TA,2,0,36,48.0,0,1,2,50.0
TA/TO,Online TA,2,0,36,55.8,0,1,2,50.0
TA/TO,Online TA,2,0,36,78.0,0,2,2,100.0
TA/TO,Online TA,2,0,36,81.9,0,1,1,100.0
TA/TO,Online TA,2,0,36,85.0,0,1,1,100.0
TA/TO,Online TA,2,0,36,88.0,0,1,1,100.0
TA/TO,Online TA,2,0,36,88.4,0,3,4,75.0
TA/TO,Online TA,2,0,36,94.99,0,1,3,33.33333333333333
TA/TO,Online TA,2,0,36,104.0,0,1,1,100.0
TA/TO,Online TA,2,0,36,125.1,0,1,1,100.0
TA/TO,Online TA,2,0,36,131.75,0,1,1,100.0
TA/TO,Online TA,2,0,36,209.6,0,2,2,100.0
TA/TO,Online TA,2,0,36,214.76,0,1,1,100.0
TA/TO,Online TA,2,0,37,103.5,0,3,3,100.0
TA/TO,Online TA,2,0,37,120.0,0,1,2,50.0
